Source,Material,Environment,Temperature (°C),Salinity (g/L),pH,Dissolved Oxygen (mg/L),Chloride Concentration (ppm),Open Circuit Potential (mV),Polarization Resistance (Ω·cm²),Corrosion Rate (µm/year),Corrosion Potential (mV),Passivation Range (V),Pitting Potential (V),Corrosion Products,Exposure Zone,Weld Type,Image Label
NIST,Steel C,Lab Seawater,28.093861628626964,39.95480490704257,7.930337177508921,7.90396339839517,13597.798085509352,-693.6429438566686,2285.310904112641,117.47633119588389,-694.5488919030325,0.7553823980152015,-0.48472527145331,Fe₂O₃,Atmospheric,None,
NIST,Steel C,Natural Seawater,22.601490178744108,34.46352351197642,7.670664758549998,6.6694015921857135,1035.7177869733023,-758.0877956957515,1176.4659822389879,82.76647743249606,-641.2095053668033,0.4484901345969361,-0.06397583077649616,γ‑FeO(OH),Tidal,TIG,
NIST,Steel C,Lab Seawater,18.94308253145755,33.335695494722,7.574629814337082,4.041710797589612,4389.0791018392665,-905.2041270132447,2109.595498128311,68.03708397675135,-715.1699483401222,0.43726056079574865,-0.2363869095800999,Fe₃O₄,Splash,TIG,
NIST,Steel B,Lab Seawater,24.583664588871997,35.804750067166744,8.282696040744149,5.021653938740878,1552.356226535121,-641.2525350012789,1479.500248660817,60.25114032983906,-859.6393610330908,0.38792375664210443,-0.18372794501708606,α‑Fe,Atmospheric,Arc,
NIST,Steel C,Accelerated Chamber,18.89116646370602,30.887673941077686,7.765387409188195,5.042853199679666,4170.817239242548,-812.293253702743,2482.623984118115,89.49736756298,-713.8872514793243,0.28823711033995303,-0.17776486143948317,α‑Fe,Tidal,None,
NIST,Steel B,Accelerated Chamber,18.326632154862843,39.61665735954813,7.677766387851248,4.27701722514344,4445.066318584599,-660.2460686372394,1728.0384747398307,56.91853465036007,-846.1453256135685,0.49271071831544394,-0.09010109750763623,α‑Fe,Atmospheric,TIG,
NIST,Steel B,Natural Seawater,27.347035148259486,36.349600455910334,8.19161805556932,7.839306072303716,8365.798300257491,-674.300444565302,1183.6508475384117,135.07561698790784,-698.5497695634426,0.27802866950668326,-0.33329633892044475,Fe₃O₄,Atmospheric,None,
NIST,Steel B,Lab Seawater,25.461694491635694,37.548378199408475,8.118051674287186,5.913021178303695,8644.215369044563,-731.4510937348952,2087.778322041086,92.57426705352805,-616.0884053452357,0.7012881418293966,-0.1334744050700033,γ‑FeO(OH),Immersion,Arc,
NIST,Steel A,Lab Seawater,28.401920692218834,31.704779381739176,8.133189626013465,7.583258389487527,17610.986941594518,-776.9316040467174,1484.5167975793208,173.68022121305484,-697.5122921127991,0.42223819176518396,-0.23571094513890145,γ‑FeO(OH),Atmospheric,TIG,
NIST,Steel B,Lab Seawater,33.59211754843979,34.09477853005204,7.728894604846614,5.288862013778513,10692.084537477678,-607.1572058663851,2495.6172356224924,61.136130948257964,-647.9918239806557,0.42488214066907787,-0.10330299284732614,Fe₂O₃,Atmospheric,Arc,
NIST,Steel B,Natural Seawater,25.6452042667808,34.22689113396189,7.732645538562681,4.5009342817313085,14744.69054663344,-899.2622246670641,2469.6736867817826,83.9527241512229,-949.2636548884408,0.4844038570898936,-0.004726983614933289,γ‑FeO(OH),Tidal,None,
NIST,Steel A,Natural Seawater,26.618641065255954,38.21806443901087,7.72080262978564,5.897344439624856,2978.609800485461,-696.1954953571098,1984.201027030871,159.5369220635219,-698.849756343942,0.46647662789945105,-0.3996744912981194,Fe₂O₃,Tidal,None,
NIST,Steel A,Natural Seawater,16.792526783098843,30.012366797594094,7.673752595662295,4.455826538857268,5283.336353810183,-883.0832544873239,1194.7396734275765,139.82124445752373,-659.6443550971624,0.796914783835593,-0.0026756792200010593,Fe₃O₄,Immersion,Arc,
NIST,Steel A,Natural Seawater,29.35271571817259,33.00853108353255,8.155723672561656,5.94406201191016,14355.925378594859,-831.607913133678,2030.2914965125435,59.67369068737513,-935.8044418593615,0.5272286727309816,-0.455093922858613,α‑Fe,Atmospheric,MIG,
NIST,Steel C,Natural Seawater,22.998104136083125,39.812363743443036,8.348015885249401,7.6811887248776305,2003.2752489020336,-841.9554398193817,1139.5457296900408,181.58591857433007,-644.9407954491193,0.25292102227392244,-0.49884122604759307,α‑Fe,Immersion,TIG,
NIST,Steel A,Accelerated Chamber,34.53450477325158,34.748865435062186,8.224317469676661,6.083072567336851,10245.35558263131,-618.5374042914469,1044.0462386535885,181.58926442392692,-860.1570200914839,0.5641264049461581,-0.47791903191108437,α‑Fe,Atmospheric,None,
NIST,Steel A,Lab Seawater,31.463480311913205,33.82526280244008,8.292093633760544,6.4659989075803335,12388.010347595744,-611.4253377741037,2234.4376693322292,99.56120058136608,-717.1477643076806,0.290950575721928,-0.32910879763161915,γ‑FeO(OH),Splash,None,
NIST,Steel B,Lab Seawater,25.449620810322365,31.198290020176465,7.9047984290852,4.626553747895233,12440.76723699714,-885.9445945178455,1314.629421525522,101.0608765024347,-669.8757923418077,0.2185625868388052,-0.18354683466078292,Fe₂O₃,Splash,TIG,
NIST,Steel A,Lab Seawater,17.46445308344332,39.74164628628016,8.154075795371998,4.174942503519878,1435.7234140927985,-942.2876938958735,1568.540689328646,198.3542537525261,-718.0674204292256,0.782445292206349,-0.4654852295560752,Fe₂O₃,Immersion,Arc,
NIST,Steel C,Lab Seawater,32.188315865611784,30.200263559258246,7.8542362404447745,4.443231848719228,7120.052080354525,-697.9971861179104,2460.18608496426,143.92642573897075,-917.70032277436,0.6641233349207385,-0.49716709273521636,Fe₃O₄,Immersion,Arc,
NIST,Steel A,Lab Seawater,30.995621908480434,37.371802250072435,8.02550462196864,6.394126302737463,13093.322369933927,-803.7035231453305,1505.2607527916548,129.69747808520887,-741.287468398871,0.7880653954482602,-0.031454485770602614,γ‑FeO(OH),Immersion,Arc,
NIST,Steel C,Lab Seawater,18.69170259074066,37.685998047885086,7.981634846534862,4.380046795969219,3830.9949868356252,-918.9059142193524,1444.7346719249729,175.72282753278867,-757.6457201472497,0.48672706881334554,-0.08903668203003517,Fe₃O₄,Tidal,MIG,
NIST,Steel A,Lab Seawater,20.9055657844062,32.43656716063867,7.676887145143854,5.503971559765246,14212.897318233012,-710.6860630480351,2377.3119994341628,92.79355075359746,-634.887556174005,0.5193545186893858,-0.09540841443048448,Fe₂O₃,Tidal,MIG,
NIST,Steel A,Lab Seawater,30.868145162956747,36.71558443613037,7.887078760335631,6.200367761832624,15172.578967459816,-759.2130651087551,1166.1226679784372,114.37738900945354,-808.5160946245268,0.3010021735514782,-0.057787862249011446,Fe₂O₃,Tidal,None,
NIST,Steel A,Accelerated Chamber,18.70456893094819,30.9292914437939,8.46382227548235,5.554611194519389,19657.41461847676,-606.8191122996129,2139.3736151719477,90.16650132325012,-837.6216160195324,0.3481444560005514,-0.1499828636139478,α‑Fe,Immersion,Arc,
NIST,Steel A,Lab Seawater,33.355049783427546,32.570472664320796,7.748580257714942,4.654735205861206,4986.997902271779,-870.4066764485174,2482.098349979161,168.3741269883097,-687.5522324472367,0.703129528941697,-0.4477979351259593,γ‑FeO(OH),Atmospheric,TIG,
NIST,Steel C,Accelerated Chamber,23.490548503927236,37.87901988292265,7.633803736279488,5.095165230056426,16677.48268565619,-808.6077432857081,2351.944016161973,136.0024018452827,-805.5636358708111,0.41371138827055653,-0.3004499059631385,Fe₂O₃,Splash,None,
NIST,Steel C,Natural Seawater,16.740779251753175,38.646861920335404,7.918580621623935,7.713270131394308,10885.634961454427,-760.1089688116019,1977.5018780596388,148.82376052101057,-723.8663387482279,0.6960889842778515,-0.13842525676768525,α‑Fe,Immersion,TIG,
NIST,Steel B,Lab Seawater,31.31497287008562,36.084864126597914,8.290337735860149,6.7039291023454215,8095.789326739296,-672.905004041327,1471.091192489098,87.84608747591099,-723.7424684563875,0.6254082345722192,-0.35983276960423954,γ‑FeO(OH),Tidal,None,
NIST,Steel C,Natural Seawater,22.47019366076775,35.06838431820483,8.082148229779973,5.984191354719546,3325.1583891783807,-757.9064701479795,1381.4829717674752,83.03379520659726,-639.1863274739587,0.3063025551631193,-0.15629681793188122,Fe₃O₄,Tidal,MIG,
NIST,Steel A,Natural Seawater,25.52998388307562,31.5930402061898,8.180974827238245,4.050859559947574,14974.606523263214,-735.4849436983178,2228.882657307192,123.25619434744081,-740.4576591883159,0.5044678196718453,-0.4877507758661738,γ‑FeO(OH),Immersion,None,
NIST,Steel B,Natural Seawater,17.246086888224383,30.6310903307915,7.689694848174677,7.969661601957881,5481.2943837300545,-870.8485319435207,2319.732870927543,160.63486236392401,-774.2462365133046,0.6064323929112302,-0.3469313295602034,γ‑FeO(OH),Immersion,MIG,
NIST,Steel B,Accelerated Chamber,15.051680296899647,31.176490284735586,8.118948193007721,6.685819739578573,8057.018035587869,-653.578445169004,1788.1523688185393,128.78596362802404,-901.3950357612191,0.3410223288822951,-0.22543483186141366,Fe₂O₃,Tidal,None,
NIST,Steel B,Natural Seawater,27.75970411586595,32.27357300096099,7.823500394911473,5.267689909379779,2188.3023110500003,-799.9793085603335,1366.5099111796992,54.89685163185029,-909.4918376624531,0.6984131063120462,-0.18395508524687887,Fe₂O₃,Atmospheric,Arc,
NIST,Steel A,Natural Seawater,25.303503406674633,33.41674501896921,8.334303365954767,7.517074639991353,16225.971400570861,-900.6641303673807,1169.4148126167604,180.28272594804332,-895.9874521509222,0.5268965945271121,-0.2114796677690446,γ‑FeO(OH),Tidal,TIG,
NIST,Steel C,Natural Seawater,26.870771382462944,33.809095255109874,8.129298806010736,5.033726481167273,15565.181955461223,-717.5342299231039,1130.7692017477468,59.70303402726974,-889.853031535517,0.29914523026556195,-0.15112186196328525,Fe₂O₃,Tidal,Arc,
NIST,Steel A,Lab Seawater,30.874877007610326,33.46321768589004,7.698856277775296,6.176066316731006,14938.700770803936,-874.3683413851423,2078.6161710307833,193.37367255811284,-726.7430175677282,0.5497906556987615,-0.49695562588008046,Fe₂O₃,Immersion,None,
NIST,Steel B,Lab Seawater,27.932118268457202,32.390553321972654,7.564616679844086,6.5442830549193,6689.426699345847,-915.8531214162451,1630.1780917715873,53.77129374159091,-690.6565624038975,0.7998282824935485,-0.44952940001123926,Fe₂O₃,Atmospheric,None,
NIST,Steel A,Accelerated Chamber,18.495468856547543,35.09724246751698,7.5426332092870325,4.884253485814914,4296.121411053187,-648.3045820585047,2358.0398114168056,154.1675684196063,-764.5029669757535,0.29031289499804813,-0.06552787386042747,α‑Fe,Tidal,None,
NIST,Steel A,Accelerated Chamber,22.215450382211998,38.25286108232897,7.871408567650141,7.913589115202384,13113.512024934365,-788.9432074290461,2109.506951090146,62.33105955676725,-659.8437936090781,0.690054158071717,-0.1591256779549194,α‑Fe,Tidal,MIG,
NIST,Steel C,Lab Seawater,33.11782209575521,32.79703538471479,7.765851136654313,6.99276762391599,10427.16129815117,-687.7507005564783,1286.8906268718802,186.60148691527093,-603.0578706432284,0.3243854019125348,-0.44353417865699435,γ‑FeO(OH),Splash,TIG,
NIST,Steel C,Accelerated Chamber,30.39889400503358,39.42387019102233,8.146090123462509,6.23125290204428,4386.7968711881895,-848.2943540677757,1920.6661282235486,119.66498543383142,-662.9955798082253,0.6694329976760525,-0.07896278130071038,Fe₂O₃,Immersion,TIG,
NIST,Steel B,Lab Seawater,26.132741158734344,38.733366617238474,7.999333834978618,4.722378392701204,14032.314149947411,-674.5604527788169,1653.258181597239,70.62856622255231,-706.7911692134143,0.640746753872848,-0.37888439108771654,α‑Fe,Splash,None,
NIST,Steel A,Natural Seawater,20.112899956185444,31.617642113521097,7.7660192780053805,4.215432827992105,19831.40220460477,-910.8224255424644,1865.8745961529196,101.122354968477,-763.6275551969986,0.38029363136025945,-0.26087005790238826,γ‑FeO(OH),Splash,None,
NIST,Steel A,Natural Seawater,21.0412100366959,37.86275956757095,7.649237777950177,5.280239330083933,15197.172167098715,-825.4093191718016,2107.1036850077758,74.7237013020143,-792.9014249138521,0.3954938705386699,-0.42740174355766986,Fe₂O₃,Tidal,MIG,
NIST,Steel C,Accelerated Chamber,29.63916135171269,35.74587382317767,7.627199762687449,7.012749343653612,15059.741347026624,-607.678363709265,2209.2938215056865,75.5872867335635,-920.4626668094102,0.6755128351777515,-0.14494497178914667,Fe₃O₄,Immersion,Arc,
NIST,Steel A,Lab Seawater,32.023485217055416,35.66575362171419,8.364660392140419,5.0773251932081,19055.94230568124,-672.1035992711979,2265.6059896100865,192.21624802571634,-810.2209380618582,0.4768673071323876,-0.16657278949286608,Fe₂O₃,Atmospheric,Arc,
NIST,Steel A,Lab Seawater,28.42849339061229,33.910427630581744,7.743477968404867,6.1582248819820204,4855.7909839231415,-775.9604243898591,1380.962311858037,116.78691684271823,-631.452877126253,0.6384908172270853,-0.3944437644169319,Fe₂O₃,Tidal,TIG,
NIST,Steel A,Accelerated Chamber,31.190599515368834,35.0115299918201,8.151710647910969,6.911788706922973,11745.449333507368,-831.0778849533402,1046.6733998760365,168.32033958580394,-667.1920795327064,0.2887904884195009,-0.06829961657149908,α‑Fe,Atmospheric,MIG,
NIST,Steel C,Lab Seawater,30.33312270400812,33.97178777429211,8.310685927986267,4.431774858585857,19613.287585643786,-644.7525049921333,2108.94210274716,145.9408341766523,-874.3820222459095,0.7115346691409321,-0.2993469878901439,γ‑FeO(OH),Atmospheric,None,
NIST,Steel B,Natural Seawater,17.994079359139153,35.397326187599425,8.114081311184735,6.741192064463494,4140.588108433316,-759.3032843204195,1159.5155893836618,151.46395435075885,-786.6872753559744,0.6265308300093915,-0.3537424544646291,γ‑FeO(OH),Immersion,TIG,
NIST,Steel B,Accelerated Chamber,23.47889625826604,36.279500527726356,8.359565231646945,4.367483550840179,14304.7872294459,-684.5512437458111,1472.3793829194515,69.75401577080578,-664.1468791045095,0.7441656853009004,-0.4238352052677323,α‑Fe,Splash,MIG,
NIST,Steel A,Accelerated Chamber,18.059676016571252,36.743038064090484,7.8923937215284745,7.860518968507986,12130.392773466137,-686.0623118893426,1005.7257011865207,85.12766702232285,-926.4154058250671,0.2794234274209835,-0.3669159937422313,Fe₂O₃,Immersion,Arc,
NIST,Steel B,Lab Seawater,19.704711696039695,35.32481192559426,8.456222190648948,5.953576520259759,12143.102751585433,-943.7190125010278,2022.50422360243,168.01255027316554,-814.4125950159693,0.5558087002163586,-0.4889865393880915,Fe₃O₄,Atmospheric,MIG,
NIST,Steel C,Accelerated Chamber,32.38519249302105,37.214220673287315,7.633145004178097,4.602704430839509,14255.741922881427,-905.8111760225853,1250.698017206832,195.61493097121743,-651.8555670941183,0.5594723510241952,-0.2083712537719422,Fe₂O₃,Tidal,Arc,
NIST,Steel C,Lab Seawater,24.457839312663644,31.412780492755058,7.602149529657538,5.369534544134186,18662.721534638,-719.1297217618402,1982.9236145374873,89.40134638979777,-808.6357475404567,0.4120764443280695,-0.07888462682802605,Fe₂O₃,Atmospheric,MIG,
NIST,Steel B,Lab Seawater,25.70716203685322,32.119824909022384,8.158692146207443,5.653665797181046,15869.056857175421,-893.433066049945,2487.613925751758,90.73531471265598,-922.8348743439957,0.47507985474155473,-0.2255097752791791,Fe₃O₄,Tidal,TIG,
NIST,Steel B,Lab Seawater,18.568919304555443,38.1873500407427,8.442831141413262,7.032740044306149,2066.5859649079903,-860.5773293705383,1109.0063074150244,120.93456992163573,-760.112971013712,0.22278893797391208,-0.39036301903806214,α‑Fe,Tidal,Arc,
NIST,Steel A,Lab Seawater,21.24543572097592,33.22527977846415,8.308883461636327,6.973695144306437,17201.832377638515,-618.6767160301374,1115.617017927191,197.57604692831566,-648.3901267785966,0.6475160231762073,-0.48316541089306364,γ‑FeO(OH),Immersion,TIG,
NIST,Steel B,Lab Seawater,19.6049233685574,30.228938249761203,7.576416859438051,6.447762021349324,5285.285268588919,-753.9362095687809,1510.5701390000124,90.34384187397066,-743.4000599663941,0.5295934876419044,-0.3926859633705986,α‑Fe,Atmospheric,TIG,
NIST,Steel A,Accelerated Chamber,19.123723290368527,31.537911496680312,7.779367713934716,4.423722850233972,8161.369129991067,-687.2446725502284,2299.579771377013,111.04578644513958,-870.8023121250188,0.2346446311215043,-0.29193928596445384,α‑Fe,Splash,Arc,
NIST,Steel A,Natural Seawater,27.7592158663194,32.236144344963115,8.430318884837824,4.606277486350694,9772.923458635261,-754.7067414260761,1323.2948031869978,183.72200234352601,-815.5161329519166,0.6084535357762915,-0.12019428565010176,Fe₂O₃,Atmospheric,Arc,
NIST,Steel C,Natural Seawater,20.137676952914298,39.57322887894587,7.753058432800785,4.3750276825822265,10137.214014308323,-756.6202348260462,1540.5667298955213,50.4381548932043,-792.4568235863237,0.4800692463387128,-0.40607857373111295,γ‑FeO(OH),Atmospheric,None,
NIST,Steel C,Accelerated Chamber,27.640309720408368,35.73041428930849,8.28117042378692,6.3086911331502,9268.42758585178,-917.0468314560057,1102.7581099404692,55.96489474828543,-747.2567761628156,0.220676755655,-0.14010427332265696,γ‑FeO(OH),Splash,None,
NIST,Steel C,Accelerated Chamber,16.16909228217108,39.32730740476255,8.325132195928704,7.508553766045615,18809.712590101426,-829.717882586814,2144.732936888334,140.6107515606829,-684.2271409865855,0.7817646361088573,-0.06653326582405816,α‑Fe,Immersion,None,
NIST,Steel C,Natural Seawater,17.83548787054204,35.75163350496625,7.995452103460982,5.735202049019087,14414.361145616467,-851.1491854597209,1612.4595141391767,186.10702470692704,-915.3942338257776,0.7694672858536644,-0.27302657594582147,Fe₃O₄,Atmospheric,TIG,
NIST,Steel B,Natural Seawater,20.49080508000251,34.79354440137852,7.886348909848316,4.643392695830984,12992.24227317742,-813.2450720352354,2138.8730995912642,85.82849906028915,-638.6217884438518,0.5077414496883186,-0.08928400417870336,α‑Fe,Atmospheric,TIG,
NIST,Steel C,Natural Seawater,26.940938337913835,33.13727691194096,7.950124432419759,6.232169300595868,1946.9985278758895,-670.579534121485,2355.411766520193,120.44626620210634,-945.6916039443736,0.25620345242354614,-0.2226713259824522,Fe₃O₄,Tidal,None,
NIST,Steel B,Natural Seawater,28.51682490174752,36.06370944433375,7.726964694365364,7.2470088674628395,18174.35327494712,-819.8235662290973,1349.144720651933,117.56979524867275,-820.4816828640106,0.6527727329591552,-0.18145458145954751,γ‑FeO(OH),Atmospheric,TIG,
NIST,Steel C,Natural Seawater,23.85433933559054,31.391980246175297,8.389390916128844,6.96684824605172,18278.413648159527,-791.906113268911,2211.094045509927,120.94570191432652,-940.4028915095698,0.4951586600634375,-0.23686076983089865,α‑Fe,Splash,TIG,
NIST,Steel B,Lab Seawater,23.91581829154458,38.98261627292706,7.950619656729758,7.525803118700086,15824.048205171945,-810.9165133301392,1088.64083511738,143.3779543594618,-812.459021129148,0.381468486973628,-0.2684136416243291,Fe₂O₃,Tidal,Arc,
NIST,Steel A,Accelerated Chamber,29.490337027972362,38.29332405141284,8.382459440456099,5.111608388995471,1133.5548724587638,-917.3072098086466,2348.271082270371,120.46156444860256,-765.9655903943367,0.4948509065171341,-0.3826732791120753,α‑Fe,Immersion,Arc,
NIST,Steel B,Lab Seawater,15.31642183531165,33.17531447876737,7.605693479906274,4.7758154690711,2088.3247704748437,-795.6247446122256,1976.1528213381212,117.12022119836867,-770.9115146964709,0.5134664872432788,-0.348402970269477,γ‑FeO(OH),Tidal,TIG,
NIST,Steel B,Natural Seawater,21.82180048948441,39.527975276012945,8.48827527100013,7.5192659437677545,5279.250343101306,-881.5367544344198,2311.3400862075273,121.14326306468908,-892.0300785401071,0.5376270194134036,-0.3550149405281955,Fe₂O₃,Splash,None,
NIST,Steel C,Natural Seawater,31.374141142384655,38.25200767415568,7.943273087443618,6.630241251112093,3495.638754753227,-884.6468464794355,1000.2825993348729,138.63011619065622,-723.9908214665356,0.464734228193196,-0.21835553452309264,Fe₂O₃,Splash,MIG,
NIST,Steel B,Natural Seawater,27.064388204267445,36.6630688583504,7.547830820394106,5.243715720030217,8577.88456437086,-917.0873634480067,1253.6216055339887,130.55112325270375,-934.3275423233662,0.5634531818834341,-0.44002315348805504,Fe₃O₄,Tidal,None,
NIST,Steel A,Lab Seawater,21.744542655108408,31.21761911125275,7.538021848237455,6.969392202290036,18529.838103668004,-825.1651590503824,1584.6390811397382,178.12039964757565,-683.3326129536547,0.7512408263638266,-0.041604154648832437,Fe₂O₃,Immersion,MIG,
NIST,Steel A,Lab Seawater,33.11049584659348,34.78234023048072,8.246207257481839,7.260473537921472,9969.148249742968,-684.8813403237039,1569.254355062078,57.42452802404999,-618.6744481022588,0.41736085225915476,-0.13967242735844337,Fe₂O₃,Tidal,None,
NIST,Steel C,Natural Seawater,30.452454548987653,35.06107554846751,8.159035534203682,6.459912961364529,1254.6499022111466,-853.2454082958113,1340.095574385266,174.99756072095187,-831.0809104971088,0.6354298779319696,-0.2992771845434032,α‑Fe,Immersion,Arc,
NIST,Steel A,Lab Seawater,20.29790894473467,32.3255135836538,8.302130558127587,6.75153643951966,6372.168101996478,-840.6778143400702,1572.4179098008003,176.5886918917586,-768.9662163999839,0.7366715340945393,-0.420687927736811,γ‑FeO(OH),Tidal,TIG,
NIST,Steel B,Lab Seawater,27.905796750514337,30.799653943593018,7.605367533952806,5.501039617770665,1847.3032590862692,-725.0638698146518,1193.2730680003822,92.73620322964413,-817.381402679415,0.4735875654559622,-0.05900391513918207,Fe₃O₄,Splash,TIG,
NIST,Steel A,Natural Seawater,26.915014563779135,37.767236304716924,7.535570867035548,6.154782669372157,1689.464829656541,-881.4557155945784,1619.1416938990392,119.4277932523776,-947.651363393579,0.46607350182914253,-0.0881109549494174,α‑Fe,Atmospheric,Arc,
NIST,Steel C,Lab Seawater,23.023758280779653,31.22035052124395,8.008579289447578,6.0966366829046486,6238.677208815493,-636.0647243517631,2203.531493738896,115.78077328061532,-814.9439239867095,0.5612701912128678,-0.13913922364141035,Fe₂O₃,Atmospheric,MIG,
NIST,Steel B,Accelerated Chamber,22.339121584096013,35.94290750561775,7.88759523148277,7.392191164523087,6236.634434899963,-767.933316861956,1718.6050946550267,82.77647515311955,-672.8979092585287,0.5548440556534929,-0.3642264762943788,Fe₂O₃,Immersion,MIG,
NIST,Steel C,Accelerated Chamber,21.87120949551408,39.364491738836605,7.961946936670956,7.35985592112873,15955.405449430476,-793.338970887924,1027.0001334178226,109.51952706294747,-741.4039052357814,0.6839536053957662,-0.29877668128316553,Fe₃O₄,Immersion,MIG,
NIST,Steel B,Accelerated Chamber,27.343115667912937,38.761051925980425,8.491588408870275,7.330721877388173,19521.858402841128,-754.7629328247795,1632.1660623688713,56.65816582562817,-914.5590298846944,0.4858900302669757,-0.4486258737737883,γ‑FeO(OH),Immersion,Arc,
NIST,Steel A,Accelerated Chamber,23.84819872961339,32.77752623749261,8.47074995767067,4.044126457049863,8052.934783909967,-891.8879903043315,1040.7625241362662,91.67331091726017,-653.5011786071752,0.7976737697836649,-0.40548023763623414,Fe₃O₄,Splash,MIG,
NIST,Steel C,Natural Seawater,31.63726226502844,38.514486375512654,8.442315389673192,6.998181937875553,9148.850698359733,-735.2844014762883,2449.3651160601976,172.5023263176077,-764.120129290165,0.2356829413203685,-0.10849168134163356,α‑Fe,Tidal,Arc,
NIST,Steel C,Natural Seawater,28.392052322679238,30.003325061204894,8.283842676767673,7.034705560444019,17050.999289434407,-822.9147421780964,1191.1809391343036,92.68434526443463,-655.3968233893634,0.20190070914842106,-0.1424806405746581,Fe₃O₄,Splash,None,
NIST,Steel B,Natural Seawater,16.398632114188683,30.176878096132572,7.8548413602568905,6.713515291420567,6094.641381814754,-635.9847806623834,2061.532489495928,172.73100031223714,-746.9224684252397,0.5841189869357744,-0.20325711851203265,Fe₂O₃,Atmospheric,None,
NIST,Steel C,Accelerated Chamber,27.80336447656332,36.025531638428646,7.912130930262771,7.025058631565811,3971.254283665511,-890.9010276628098,2459.1644843381287,129.73991969066464,-754.109044306721,0.37906094741712604,-0.05213663703691357,α‑Fe,Immersion,Arc,
NIST,Steel B,Accelerated Chamber,20.422948730003696,33.647982191445294,8.049616043718924,7.367881485986835,17208.70284466936,-772.5321136470957,2239.058577499858,181.979401604174,-913.1592851810457,0.34422943321969035,-0.2083667410934773,Fe₂O₃,Tidal,TIG,
NIST,Steel B,Lab Seawater,26.856239833068454,33.86460841159147,8.33053445640484,5.881276216407143,1883.5111423612443,-740.6605797208438,2048.9730626893056,136.21693313966227,-891.4240934014803,0.3871394480025683,-0.26651600001819464,γ‑FeO(OH),Atmospheric,None,
NIST,Steel B,Lab Seawater,28.60263862206903,35.64441090678883,7.568712832518267,6.008200853953788,12774.289363788897,-938.3157393747666,2259.1913642511504,54.45023345971097,-609.7911602261931,0.35362853906297265,-0.32981462684711865,Fe₂O₃,Atmospheric,MIG,
NIST,Steel B,Accelerated Chamber,19.61658378308024,31.917824555918607,7.924296885884888,4.498856227645562,11677.864101869329,-822.7074063353509,2472.6980398909413,151.31303113206337,-870.0296386358302,0.21847402979626873,-0.02977574713191372,Fe₂O₃,Atmospheric,Arc,
NIST,Steel A,Accelerated Chamber,24.13717289760737,32.11755350665479,7.582617663459269,5.541503532189447,7572.488502532191,-693.5776678547086,1932.0167458802944,56.7280352035353,-607.8917587033712,0.7829198254343532,-0.45864226923782325,Fe₃O₄,Splash,MIG,
NIST,Steel B,Accelerated Chamber,18.806497256381355,34.846015870188644,8.014657586573511,6.573460719647137,6988.60090084982,-662.8678723928593,1838.7772102439897,117.5895528474701,-763.8305527165078,0.3324472930716691,-0.0345563139695958,Fe₂O₃,Immersion,MIG,
NIST,Steel C,Accelerated Chamber,16.046777515730167,37.54253544343863,8.398900824006235,7.121599104589098,15665.296797450805,-840.3933018139512,1942.357165694922,189.4140041709671,-902.473833527622,0.6404178575535839,-0.08664267003449083,α‑Fe,Atmospheric,TIG,
Kaggle-Env,Steel B,Accelerated Chamber,17.55733602444835,36.72702994208898,7.592625483051367,6.213484758999087,9235.972422357054,-926.4604301114213,1429.7793233906843,71.18353150597241,-735.9877360710187,0.3778145681079731,-0.2843491468294927,Fe₃O₄,Immersion,None,
Kaggle-Env,Steel C,Accelerated Chamber,30.310935010317216,37.96681397191372,8.24838434967623,6.01252989020616,19946.464724156056,-916.7787221124156,2203.9604685293943,135.63161252592144,-712.5250110975768,0.7629894371907897,-0.3104797573084825,Fe₂O₃,Splash,MIG,
Kaggle-Env,Steel A,Natural Seawater,15.000232695107323,32.50467898792499,8.414548663848558,4.775452271747571,11622.126413985441,-600.3875857883484,2495.856849855404,77.79055330749856,-838.857604909844,0.6912441376904306,-0.04246963374138879,α‑Fe,Splash,Arc,
Kaggle-Env,Steel B,Accelerated Chamber,23.331316569645843,36.24874099606999,7.934020972708759,7.435267084672619,7102.080900083116,-835.6762627009311,1045.0390079940892,91.79645946725546,-653.1617677445295,0.7901403239081979,-0.37441536622579935,Fe₂O₃,Atmospheric,TIG,
Kaggle-Env,Steel A,Lab Seawater,25.45020362171177,35.71745983143749,7.758711642155441,6.707763131987349,5182.115192190309,-688.1356307829037,2346.048798686398,82.80647004853748,-618.4934879849133,0.35580250337024844,-0.07789383735692845,γ‑FeO(OH),Immersion,None,
Kaggle-Env,Steel B,Lab Seawater,16.092688400019448,38.32830376788271,7.93440331900661,7.351633499407214,7659.890151437075,-667.6672314406142,1933.945800397987,77.42566698032257,-640.3007088063985,0.7818341796787862,-0.25798971374529794,γ‑FeO(OH),Splash,None,
Kaggle-Env,Steel A,Lab Seawater,34.461563259446656,39.06087060481261,8.223447817850001,7.435057117397889,8078.132201431466,-649.6918551474698,2460.0739287472315,173.85664273410003,-691.3265584212196,0.45874032187493474,-0.24295227872437014,α‑Fe,Splash,None,
Kaggle-Env,Steel B,Accelerated Chamber,19.52250662499344,30.121567714773867,7.509054161580371,6.993423414662959,2305.5598767552583,-600.8300959092452,1697.5142762896414,92.85613514913355,-852.8873620962661,0.4085112771882528,-0.345765859255258,Fe₂O₃,Immersion,MIG,
